Stock Name,Date,Open,High,Low,Close,Volume,Chg%
Adani Enterprises Ltd.,2023-09-14 00:00:00,2541.85,2545,2506.05,2519.8,1220000,0.04
Adani Enterprises Ltd.,2023-09-13 00:00:00,2545.7,2566.95,2496,2518.9,1780000,-0.66
Adani Enterprises Ltd.,2023-09-12 00:00:00,2622.45,2626.6,2530,2535.7,5660000,-3.03
Adani Enterprises Ltd.,2023-09-11 00:00:00,2565,2630.25,2546,2614.95,9150000,3.8
Adani Enterprises Ltd.,2023-09-08 00:00:00,2513.8,2538.6,2506.1,2519.3,5640000,0.39
Adani Enterprises Ltd.,2023-09-07 00:00:00,2498,2520,2485,2509.5,4300000,0.52
Adani Enterprises Ltd.,2023-09-06 00:00:00,2494.05,2504,2471,2496.5,7420000,0.1
Adani Enterprises Ltd.,2023-09-05 00:00:00,2482,2501.4,2464,2494.05,6490000,0.95
Adani Enterprises Ltd.,2023-09-04 00:00:00,2454,2480,2450.05,2470.6,6000000,0.84
Adani Enterprises Ltd.,2023-09-01 00:00:00,2381,2465.55,2380,2450.05,6760000,1.27
Adani Enterprises Ltd.,2023-08-31 00:00:00,2449.95,2489.95,2383.75,2419.25,6230000,-3.73
Adani Enterprises Ltd.,2023-08-30 00:00:00,2517,2543,2492.4,2513.1,6480000,0.27
Adani Enterprises Ltd.,2023-08-29 00:00:00,2472.1,2536.65,2445,2506.45,4800000,1.38
Adani Enterprises Ltd.,2023-08-28 00:00:00,2550,2582,2455.65,2472.45,4460000,-0.93
Adani Enterprises Ltd.,2023-08-25 00:00:00,2549,2549,2486,2495.75,2810000,-1.72
Adani Enterprises Ltd.,2023-08-24 00:00:00,2580,2613,2531.1,2539.55,4560000,0.37
Adani Enterprises Ltd.,2023-08-23 00:00:00,2720,2722.4,2488.85,2530.3,5250000,-6.22
Adani Enterprises Ltd.,2023-08-22 00:00:00,2668.85,2721,2654.1,2698.05,10290000,2.21
Adani Enterprises Ltd.,2023-08-21 00:00:00,2588,2655,2580.5,2639.75,10480000,2.42
Adani Enterprises Ltd.,2023-08-18 00:00:00,2477.5,2665.95,2461.3,2577.4,14680000,3.94
Adani Enterprises Ltd.,2023-08-17 00:00:00,2454.95,2487.2,2442.05,2479.7,7770000,1.42
Adani Enterprises Ltd.,2023-08-16 00:00:00,2450,2465,2420,2445.1,7080000,-0.44
Adani Enterprises Ltd.,2023-08-14 00:00:00,2480,2484.95,2400.05,2456,9790000,-3.29
